iter	Accuracy	MultiClass
885	0.8176558109	0.4101814915
886	0.8176558109	0.4101563333
887	0.8176558109	0.4101149682
888	0.8176558109	0.4101108673
889	0.8178211275	0.4100959643
890	0.8178211275	0.4100943266
891	0.8178211275	0.4100933368
892	0.8178211275	0.4100887414
893	0.8178211275	0.4100707633
894	0.817986444	0.4100179651
895	0.8181517606	0.4100051175
896	0.817986444	0.409988051
897	0.8178211275	0.4099766639
898	0.8176558109	0.4099579983
899	0.8176558109	0.4099506614
900	0.8176558109	0.4099458784
901	0.8176558109	0.4099247338
902	0.8176558109	0.4099198583
903	0.8176558109	0.4099135874
904	0.8176558109	0.4098796904
905	0.8176558109	0.4098644448
906	0.8176558109	0.4098577276
907	0.8176558109	0.4098454189
908	0.8174904943	0.4098323432
909	0.8176558109	0.4098239581
910	0.8176558109	0.4098056013
911	0.8176558109	0.4097775193
912	0.8176558109	0.4097518796
913	0.8176558109	0.4097360022
914	0.8176558109	0.409722885
915	0.8174904943	0.409706604
916	0.8178211275	0.4096869289
917	0.8178211275	0.4096839528
918	0.8178211275	0.4096734461
919	0.8178211275	0.4096660078
920	0.8178211275	0.4096434513
921	0.817986444	0.4096366532
922	0.8178211275	0.4096295519
923	0.817986444	0.4096057134
924	0.817986444	0.4096043963
925	0.817986444	0.409600417
926	0.817986444	0.4095802976
927	0.817986444	0.4095548262
928	0.817986444	0.4095385711
929	0.8178211275	0.4094933715
930	0.8178211275	0.409474788
931	0.8176558109	0.4094300913
932	0.8178211275	0.4094231556
933	0.8178211275	0.4094226852
934	0.8176558109	0.4093977547
935	0.817986444	0.4093723126
936	0.817986444	0.4093609423
937	0.8178211275	0.4093466397
938	0.8178211275	0.409342479
939	0.817986444	0.4093321136
940	0.817986444	0.4093057934
941	0.8178211275	0.4092846001
942	0.8178211275	0.4092744417
943	0.8178211275	0.40926341
944	0.8176558109	0.4092536164
945	0.8176558109	0.4091522339
946	0.8176558109	0.4091435924
947	0.8178211275	0.4091274802
948	0.8176558109	0.4090099078
949	0.8174904943	0.4090015822
950	0.8171598611	0.4089340747
951	0.816829228	0.4089210962
952	0.8171598611	0.4089028285
953	0.8171598611	0.4088896759
954	0.8171598611	0.4088582326
955	0.8171598611	0.4088482585
956	0.8171598611	0.4088336303
957	0.8173251777	0.4087935373
958	0.8174904943	0.4087750731
959	0.8176558109	0.4087670942
960	0.8176558109	0.4087597505
961	0.8176558109	0.4087497129
962	0.8176558109	0.4087360837
963	0.8176558109	0.4087255535
964	0.8178211275	0.4087051127
965	0.8176558109	0.4087025406
966	0.8178211275	0.4086849241
967	0.8178211275	0.4086813167
968	0.8178211275	0.4086725221
969	0.8178211275	0.4086674162
970	0.8178211275	0.4086637977
971	0.8181517606	0.4086368612
972	0.8181517606	0.4086161137
973	0.8181517606	0.4086102007
974	0.8181517606	0.4085969989
975	0.8181517606	0.4085791542
976	0.817986444	0.4085608911
977	0.817986444	0.4085492671
978	0.817986444	0.4085214642
979	0.817986444	0.4085101226
980	0.8178211275	0.4084702038
981	0.8174904943	0.4084489356
982	0.8174904943	0.4084326915
983	0.8174904943	0.4084116215
984	0.8173251777	0.4083954866
985	0.8173251777	0.4082944699
986	0.8174904943	0.40825784
987	0.8174904943	0.408245879
988	0.8176558109	0.4082433803
989	0.8176558109	0.4082355867
990	0.8176558109	0.4082157342
991	0.8176558109	0.4082057705
992	0.817986444	0.4081897072
993	0.8176558109	0.408176784
994	0.8176558109	0.4081500865
995	0.8176558109	0.4081165631
996	0.8178211275	0.4080886546
997	0.8176558109	0.4080466493
998	0.8178211275	0.4080031447
999	0.8174904943	0.4079540847
